Symbol	TCGA-44-2657-11	TCGA-50-5939-11	TCGA-55-6979-11	TCGA-55-6970-11	TCGA-55-6984-11	TCGA-44-6777-11	TCGA-44-6146-11	TCGA-44-3396-11
ZNF287	214	129	88	119	316	120	113	365
MYOCD	61	398	83	120	342	428	117	595
KSR1	1256	1568	559	838	1882	758	957	2891
CIRH1A	1257	906	539	711	1423	783	687	2176
RANBP10	1644	1385	810	1367	4345	973	1591	2545
CTRL	0	1	0	3	4	0	4	2
DPEP3	5	10	6	8	7	8	3	18
GFOD2	952	1089	449	890	1771	682	852	2592
NOB1	1620	749	592	572	1631	868	737	2160
PRPSAP2	1369	763	484	734	1585	593	689	1574
UNC45B	18	79	9	20	39	77	23	197
PCTP	1125	911	498	837	1424	983	629	2702
OR4D1	0	0	0	1	0	0	0	0
TOM1L1	924	817	517	674	1675	703	782	1496
KIF2B	0	0	0	0	0	0	0	0
C17orf80	832	665	488	671	1109	520	571	1272
TOB1	4129	2811	3337	2004	7140	2277	3334	5399
VPS53	2229	2056	1425	1862	3289	1545	1623	4240
SPATA22	1	0	1	2	4	2	0	9
SGSM2	2078	1719	1229	1836	3989	1277	1854	4005
NPEPPS	3439	2504	1814	2821	6040	2294	2977	5561
SKAP1	851	180	244	500	356	248	269	629
LRRC46	587	40	100	116	2375	344	35	1506
SCRN2	1234	847	461	758	1751	749	426	1896
SSH2	2527	2838	2019	2861	4030	1819	2305	8774
RHBDL3	22	8	4	15	34	16	12	26
SPACA3	13	1	3	2	8	3	1	2
ARSG	389	348	163	276	546	247	228	549
ABCA8	1738	3545	967	2905	5557	1841	2963	7181
G6PC3	2584	1687	948	865	2825	1740	1163	4104
CLTC	15807	14664	9321	12034	23139	13827	11775	34970
C17orf64	11	8	3	2	21	3	4	18
BCAS3	1257	1168	673	1094	2048	1011	833	3306
PTRH2	465	330	283	347	685	290	243	742
SS18	2648	2511	1741	2170	4516	2131	2183	5795
TAF4B	365	176	161	137	278	146	146	406
AFG3L2	1865	1644	1305	1325	3064	1216	1597	3555
SLMO1	48	35	32	40	60	23	42	90
IMPA2	2320	1548	1135	1237	3676	1323	1122	4120
GNAL	567	172	92	161	394	238	159	466
SLC39A6	1841	1795	1134	1474	3493	1547	1628	3841
RPRD1A	1745	1923	971	1658	3258	1429	1512	3686
C18orf21	401	258	230	267	665	268	225	533
GALNT1	3058	3218	1851	2308	4601	2502	2231	6639
ASXL3	38	54	12	45	61	31	38	108
ADCYAP1	8	9	29	59	56	10	9	721
MEP1B	1	1	2	1	6	2	0	2
SLC25A52	0	1	0	1	3	0	1	1
GAREM	789	799	545	521	1209	605	614	2106
ESCO1	669	625	518	633	1121	342	576	1301
OSBPL1A	1473	2391	1026	1601	3243	1555	1944	4237
GATA6	1420	2510	1052	976	4096	1129	1752	4125
GREB1L	19	23	7	15	28	5	15	19
C18orf8	1394	1054	842	1012	1885	779	883	2222
PELP1	2988	1663	1288	1363	3356	1826	1704	4381
NPC1	5201	3424	2138	3181	4933	3657	3244	7763
SLC14A1	180	230	40	1065	284	629	227	1207
ARRB2	4264	3540	2838	3037	6473	3381	2587	8170
SLC13A5	18	2	2	3	11	4	6	13
ZMYND15	531	516	433	341	884	443	305	1308
WRAP53	626	223	205	174	830	318	227	736
MINK1	6648	6406	3821	4196	9085	4240	4501	14196
SAT2	1964	1179	1041	1123	3528	1150	1262	2730
ASGR1	262	222	225	189	527	215	112	441
PIK3R5	1359	988	1117	1453	2121	940	1033	4758
TP53	3179	1366	1294	1104	2773	1555	1446	3163
CCDC40	296	134	130	154	1210	187	136	968
ARHGDIA	11814	8213	4943	5124	12805	7995	6296	20204
TMC6	4935	2462	2056	2123	4411	2784	1815	7245
SLC16A3	2725	2241	2239	1533	4661	3160	1786	7825
CARD14	27	20	47	29	54	16	13	30
TTYH2	752	495	281	471	545	280	432	1114
RAB40B	523	508	258	380	1099	398	464	977
EIF4A3	2675	1924	1574	1508	2793	1553	1679	4276
CSNK1D	6751	5679	3596	4246	9324	4303	4860	14178
ANAPC11	2083	1024	831	815	2795	1356	888	2762
TBCD	3710	2710	1952	2460	5434	2254	2314	5829
FN3KRP	1105	1168	887	1106	2823	1354	998	2253
NARF	1582	930	740	883	2411	675	899	1818
RPTOR	2007	1907	986	1068	2332	1464	1475	4274
FOXK2	2188	1892	1169	1444	3223	1409	1654	4209
TRIM65	1259	730	623	589	1666	792	882	1902
CBX8	300	171	105	127	467	222	132	375
SECTM1	1314	2035	1180	762	7232	3156	1912	3689
RNF157	173	103	59	124	111	85	66	366
CEP131	549	378	337	324	867	334	403	985
ZNF750	461	103	104	139	471	293	189	467
WDR45B	3157	2956	1573	2226	5059	1968	2522	6883
CBX4	1483	774	566	498	1620	809	676	1861
RNF165	91	97	62	78	107	91	106	171
DYM	1562	1387	897	1142	2352	1226	1262	3293
MAPK4	625	943	240	404	1033	241	377	1079
ELAC1	308	237	179	208	476	182	181	485
MBD1	2388	1949	1097	1613	3323	1416	1738	4036
SMAD4	2694	2858	1758	2484	5392	2143	2752	5909
TNFRSF11A	191	135	86	133	200	189	158	575
ZCCHC2	1100	1219	925	945	2294	950	1062	2813
FBXO15	108	20	41	29	335	56	8	288
CBLN2	17	0	2	1	1	1	0	18
PMAIP1	291	273	417	191	398	114	211	322
P3H4	461	389	162	233	663	401	347	676
NT5C3B	1214	856	419	520	2223	743	880	1526
FAM134C	3980	2376	2043	2394	6151	2710	2614	5476
ERBB2	7534	5197	4170	4007	15799	5908	5941	14389
GRB7	1031	489	673	450	2103	600	845	1108
MIEN1	1773	940	671	809	2047	1120	693	1948
PNMT	41	64	9	20	13	28	35	206
ARL5C	1	0	0	2	4	1	1	0
STAC2	16	8	17	7	21	18	10	45
IGFBP4	19417	19518	8969	11894	21742	23717	13828	51896
FKBP10	1648	2006	555	941	1250	1683	1277	4139
TXNL4A	1785	1078	781	858	2121	1029	803	2140
CACNA1A	83	26	14	15	55	30	9	74
SAMD1	1434	792	552	714	2020	938	827	2023
BRD4	4276	3806	2337	2706	5913	2805	3572	9829
SLC39A3	878	449	380	331	939	530	311	1233
NFIC	7237	9335	4480	4574	12251	7599	8885	19673
TPGS1	145	139	95	94	249	109	70	371
PPAP2C	519	142	200	95	1532	300	129	1071
ZIM3	0	0	0	0	0	0	0	0
PRDM15	439	302	202	230	491	236	241	569
PFKL	7477	5524	3608	3296	6855	4912	3876	13399
FEM1A	128	125	81	127	225	88	144	325
VAV1	2257	911	773	786	1078	914	676	1989
MVB12A	1231	789	683	584	1742	785	611	1920
CIB3	3	0	1	1	2	1	0	0
SH3GL1	3037	2026	1200	1337	2872	1886	1709	5202
DUS3L	956	549	378	341	782	357	445	1422
DPP9	3279	2453	1815	1947	5089	2021	2002	5530
DMRTC2	0	1	0	0	0	0	0	0
CCDC97	2550	1469	1163	1283	2950	1429	1513	4227
TMEM91	327	245	231	151	549	195	182	523
ZFP14	419	296	171	311	600	268	354	545
SIRT3	969	708	525	584	1481	603	560	1523
IFITM3	18053	15280	9138	10110	18524	15686	11192	36173
ATHL1	640	702	277	2083	898	364	1147	2053
HUNK	417	507	149	507	331	204	212	842
COL6A1	11040	12396	4621	5325	8496	12463	12561	31272
IFNAR1	3568	3768	2362	3492	5903	3067	3133	8002
SOD1	4680	3174	2375	2927	7551	3661	2809	6801
COL6A2	16812	22910	6280	7057	14697	25993	19875	50967
SIK1	12	1393	16	556	1191	64	326	1439
DNMT3L	0	0	0	0	0	0	0	0
TRPM2	450	173	536	453	151	188	213	795
SCYL1	4348	2582	1691	1785	4524	2649	2235	6638
TMEM50B	2529	2200	1427	2321	4939	2105	2033	4164
APP	28326	37092	13394	24791	45475	29752	28199	84102
DOPEY2	1143	1016	999	995	1744	753	894	2560
URB1	1424	913	572	706	1414	877	985	2994
AKT1	7065	5746	3854	4033	9363	5431	4813	12822
IL19	2	0	1	0	1	0	0	0
EMP3	2756	1787	2047	1844	4900	2822	1886	6263
SAE1	3926	2372	1551	1947	3883	2334	2079	4974
NTN5	2	9	10	12	26	1	14	14
LMTK3	347	311	318	222	988	282	324	705
GEMIN7	461	190	215	238	643	272	201	449
CBLC	100	30	93	25	134	76	51	133
WTIP	614	820	541	584	1988	709	1027	1658
ADAMTS10	281	287	94	281	208	139	198	669
SLC6A3	16	38	16	20	30	57	7	12
RNPEPL1	8191	4434	3086	3357	10124	4668	3595	11558
CAPN10	726	416	365	468	1098	369	504	991
MYO1F	3704	2608	2515	2625	3038	2499	2086	7715
NLRP12	87	85	45	97	231	172	109	312
CACNG8	8	23	7	11	32	10	17	12
ZNF787	1077	859	664	527	1642	726	749	2068
C19orf52	558	281	222	257	703	315	247	799
FBN3	342	326	114	292	2572	82	52	179
CARM1	1560	939	647	731	1818	902	1008	2536
EVI5L	941	773	424	584	1278	738	640	1919
TM4SF5	0	0	0	0	0	0	0	0
SLC47A1	1116	1092	496	304	1186	672	315	1416
PSMB6	3490	1778	1603	1645	4270	2238	1523	4736
GPR32	0	0	0	0	0	0	0	1
SIGLEC10	1023	225	196	470	277	341	279	1093
ACPT	4	0	0	1	10	1	2	10
KLK3	1	1	0	3	0	0	0	430
ZNF473	386	371	174	294	902	294	236	765
FAM71E1	93	39	53	34	190	67	37	100
RPS11	53047	26280	20719	21775	52632	27855	20188	56041
PTH2	0	0	0	0	0	0	0	0
CTD-2545M3.6	0	0	0	0	0	0	0	0
RPL13A	73322	31403	28884	26340	67759	34971	24674	74060
CTU1	94	65	39	59	213	58	61	163
NOSIP	1920	1037	692	803	1960	1163	838	2048
IGLON5	5	1	6	1	3	2	2	26
RCN3	462	543	197	266	496	588	494	1185
ZNF614	429	514	233	364	588	312	372	757
SLC2A5	451	22	119	102	17	41	20	97
RERE	6076	7157	3407	4206	7251	4187	6127	18384
MMEL1	44	69	12	57	52	50	63	125
CFAP74	181	36	51	31	882	83	31	707
PRDM16	864	1178	712	696	2415	666	1120	1891
CELA2A	0	1	1	3	4	0	1	2
PADI3	1	1	0	0	2	0	0	1
FHAD1	323	107	117	114	1414	175	73	1160
PADI1	1	0	4	2	1	2	0	4
EPHA2	2616	5381	2028	2651	5969	1696	2883	5580
ARHGEF19	692	354	464	291	920	368	559	726
EFHD2	5982	3223	2832	2743	6793	4368	2655	10091
PEX14	1399	934	566	547	1507	797	664	2298
PGD	7084	5323	5487	3881	9607	5639	3555	14052
MYOM3	11	14	6	9	19	17	14	49
SH3BGRL3	13629	6059	5869	6206	12137	9608	4440	18183
CNKSR1	918	667	623	419	2189	608	749	1268
RPL11	33611	21887	17420	18660	41379	20172	16755	35715
IL22RA1	56	37	17	36	150	30	33	115
ZNF593	132	51	49	78	158	63	45	163
C1orf216	739	599	294	528	1075	582	524	1555
KIAA0319L	6209	4869	3588	4185	10060	3929	3647	9535
EVA1B	379	403	154	234	601	376	190	811
C1orf94	0	0	1	1	0	0	1	1
DMRTA2	13	1	4	0	3	0	0	12
PLK4	180	63	47	71	108	74	48	185
MAP3K6	1351	2653	1566	1693	2135	1932	2075	7051
FCN3	3687	1578	604	6456	4645	9707	803	25500
GPN2	1124	781	578	752	1604	625	739	1772
SYTL1	1701	365	502	707	2190	693	523	1976
WDTC1	5899	4004	2741	3100	7910	3277	3940	9855
CELA3A	0	0	0	0	2	0	0	0
NBPF3	347	359	182	397	556	121	230	637
HSPG2	13811	29826	6600	7010	15862	12657	19032	51888
ITGB3BP	403	153	231	223	696	186	156	367
SERBP1	8543	7172	4730	5958	12335	6533	5957	15308
BCL10	865	1124	722	843	1924	649	714	1775
CYR61	17024	34693	15033	27978	68302	10396	14818	26876
PRKACB	2198	1558	1433	1847	2747	1345	1402	4204
PIGK	1363	1475	880	1263	2567	1516	1155	3181
TINAGL1	3197	3900	776	1246	4345	2229	1637	8208
AZIN2	145	122	85	107	219	88	123	285
RPS8	41734	17953	17472	16413	37453	20174	15275	39714
KIF2C	471	25	55	63	66	97	45	159
PTPRF	13216	12752	8860	8777	26995	10149	11517	29798
BEST4	26	8	12	5	44	3	4	38
MOB3C	1956	1380	898	1230	2226	936	1134	2865
CYP4B1	24897	21461	16018	17383	47490	19612	22252	43004
TMEM61	72	18	16	19	119	40	10	88
DMRTB1	0	0	0	0	0	0	0	0
LMO4	2488	2200	1305	1758	3864	1894	2139	3641
SYPL2	157	74	35	89	208	116	43	164
BARHL2	3	0	0	0	0	0	0	0
MTF2	949	750	650	739	1385	488	624	1207
SLC44A3	720	619	569	424	1264	742	769	1344
IGSF3	2387	2687	1621	1820	4677	1562	2586	5089
ZNF697	313	293	149	215	347	221	264	508
CTTNBP2NL	1530	2346	1303	1932	1948	1391	1685	5112
STRIP1	1524	1115	667	1006	1911	960	1152	2583
KCNA10	5	3	4	4	10	4	2	16
PSMA5	3036	1605	1630	1845	4396	1905	1446	4103
FNDC7	0	0	0	1	2	0	2	1
C1orf162	3042	2256	2640	2152	4205	2188	1064	6091
CD53	9840	3857	4487	5028	7263	5025	3071	14234
PROK1	1	1	2	0	0	0	0	2
CELSR2	587	723	499	486	946	571	684	1734
ITGA10	297	420	62	353	415	225	287	1285
GPR161	352	880	481	686	907	611	918	1826
ALDH9A1	5055	3855	2136	2750	5994	3266	2763	6887
ATP1B1	9751	7143	8897	6665	24643	7466	7952	18586
TIPRL	1436	1326	830	1185	2270	1153	1018	2377
NME7	362	309	234	306	1258	331	281	807
POGK	3276	3634	1914	2896	6480	2597	3090	8381
MPC2	1697	1049	755	1057	2810	1166	811	2476
CREG1	6815	6309	4208	5693	10742	4782	3801	10285
DCAF6	2621	2787	1833	2353	6134	1947	2381	4775
GPA33	486	320	164	157	2337	792	461	1834
RXRG	305	272	52	210	251	313	81	518
TBX19	142	103	84	134	201	75	131	171
UCK2	655	597	202	285	511	384	353	1053
TMCO1	3099	2249	1716	2153	5546	2462	1944	4830
XCL1	134	15	67	48	103	15	22	65
XCL2	49	16	3	12	64	52	30	54
POU2F1	1054	1098	888	933	1835	745	926	1881
MAEL	8	4	1	2	3	1	1	9
ILDR2	113	170	21	285	84	103	57	274
DPT	3410	3865	1090	2778	3914	2727	3542	6678
MGST3	3169	2661	2004	2045	6199	2718	1916	5942
ADCY10	4	3	1	4	7	1	5	2
RFWD2	1740	1462	1081	1285	2655	1144	1149	3066
PVRL4	705	199	320	229	1023	414	315	492
UFC1	3878	2313	1810	2106	5965	2549	1897	5828
PPOX	417	247	239	361	1103	286	308	1002
FCGR2A	5505	4802	3219	4275	5229	4820	2202	5315
NUF2	175	32	17	33	35	27	19	73
RGS5	4674	11731	2759	6455	4987	8138	3928	19485
SDHC	2945	2348	1535	2164	4078	2255	1931	5028
PFDN2	1172	787	678	628	1390	814	597	1933
NR1I3	14	8	5	11	13	8	5	25
USP21	1098	624	376	558	1460	587	654	1477
F13B	0	0	0	0	0	0	0	0
PRCC	2443	1755	1110	1375	3313	1509	1540	3767
FCRL5	1211	29	67	198	27	213	43	197
RRNAD1	1159	780	596	628	1652	704	755	1788
MRPL24	1442	823	630	775	1490	967	613	1919
PIGM	615	610	367	489	1087	537	523	1080
CASQ1	30	6	7	8	22	11	5	17
ISG20L2	1707	1410	888	1065	1760	998	996	2597
CRABP2	257	58	95	28	94	268	104	164
HDGF	8437	5750	4439	4620	12746	5575	5544	13792
ABL2	827	1489	1326	1282	1641	723	1140	3804
XPR1	1259	1557	1041	1311	2730	1339	1385	3715
RGS16	3457	4072	5392	1399	4114	958	3005	3513
TOR1AIP1	3836	4320	1749	3424	5884	3253	3417	7590
FAM163A	130	2	7	2	1	3	0	24
HMCN1	1345	3840	1516	2605	1860	1644	3645	9189
RGL1	2786	3111	1328	2565	3851	2293	2340	6295
LYPLAL1	726	635	366	582	1208	485	406	1051
LHX9	497	88	114	127	45	574	53	624
PRUNE	1492	948	648	854	1936	852	909	1960
RORC	2716	1303	893	597	4043	1140	1667	2527
TUFT1	722	1114	587	621	2522	620	1149	1574
SF3B4	3215	2096	1364	1594	3971	2226	1866	4863
ECM1	824	810	333	567	1110	1303	903	2576
ZNF687	1782	1260	645	850	1926	1020	1113	2912
TARS2	1202	640	502	561	1211	649	623	1631
CGN	4430	6617	3422	5050	16085	3412	6038	16444
SNX27	2318	2178	1470	2089	3495	1654	1989	4557
SETDB1	1598	1181	910	1048	1938	801	1170	2661
ADAMTSL4	3404	4586	2204	1805	6613	3361	1671	9913
MCL1	20172	36284	31762	34044	39331	13688	25249	74183
CTSK	2773	1472	3159	2294	1254	1091	1179	2445
RFX5	3397	1878	1537	1862	2827	1701	1732	4399
PI4KB	4020	2712	1901	2332	5026	2214	2454	5870
PIP5K1A	2366	2381	1416	1825	3585	1424	2052	4147
ANP32E	2868	2205	1103	1994	2939	1763	1817	3699
FAM63A	1075	1096	631	1008	1678	880	1049	2127
ANXA9	238	258	154	256	416	177	237	425
SELENBP1	18652	15006	13383	12848	34957	15230	13805	25031
CERS2	9644	8801	4326	6338	13192	7844	6774	15250
ENSA	7524	5811	3723	4950	11012	5509	4676	12545
SEMA6C	199	302	177	263	330	217	293	759
MRPL9	1286	810	535	755	1562	813	681	1832
ARNT	3326	3423	1707	2719	5272	2711	3353	6068
POGZ	2801	2961	1909	2809	5387	1825	2900	5540
C1orf56	230	179	122	129	308	161	139	339
OAZ3	103	49	30	75	109	80	58	119
HORMAD1	26	3	4	9	24	8	1	3
GOLPH3L	1577	1249	772	1076	2918	1144	1031	2338
GABPB2	594	582	415	658	1097	334	749	1182
SYT14	0	0	2	0	0	1	0	1
KCNH1	3	1	3	3	1	2	1	11
DTL	305	85	123	67	1109	132	128	312
DYRK3	293	779	474	723	578	170	327	736
EIF2D	2496	1742	985	1314	2874	1502	1310	3200
INTS7	907	661	445	624	1163	584	652	1102
VASH2	138	101	107	160	173	57	158	283
TAF1A	154	123	95	105	237	109	145	218
SMYD2	1563	1314	830	1088	3681	885	1146	2903
SUSD4	260	152	182	139	642	180	121	344
DUSP10	771	529	1087	558	1489	474	666	1119
HHIPL2	14	3	5	4	10	45	3	3
TP53BP2	2181	2871	2056	2131	4267	1620	2384	7123
ATP8B2	2188	2099	825	1883	1778	1452	1871	4848
FLG2	1	0	0	3	0	1	3	4
CRNN	0	0	0	1	0	0	0	23
ADAM15	5947	4798	2372	2186	5067	3403	2887	11299
JTB	4903	2755	2169	2450	7184	2923	1971	6236
RAB13	3092	2905	2539	2075	5439	2670	2025	5641
S100A8	1657	1499	1483	1931	2551	1568	1146	5693
TPM3	15893	12419	7721	10776	20845	11034	9452	27473
NUP210L	17	12	10	14	36	11	13	14
SNAPIN	1284	802	520	751	1742	890	649	1794
SLC27A3	3546	2510	2194	1649	4544	2653	2365	7702
S100A7	20	0	0	19	0	0	0	2
UBAP2L	6052	4981	3165	3981	7082	3751	4210	11104
SLC39A1	6101	4653	2760	3352	9647	4768	3698	11520
HAX1	3360	1680	1296	1514	3529	2080	1393	3860
CREB3L4	391	243	231	287	721	249	252	672
EFNA3	48	28	12	19	43	24	23	45
AQP10	11	9	9	28	21	10	5	38
KCNN3	399	703	267	481	1705	457	595	2203
C1orf43	8289	5954	3761	5209	13285	5861	4593	12446
GATAD2B	2211	1792	1219	1569	2978	1540	1939	4031
ILF2	5210	3076	2536	3131	5729	3168	2665	7845
RIT1	1282	1347	999	1331	2737	1058	1184	3021
INTS3	2164	2350	1254	2598	3940	1497	2585	4702
PKLR	0	0	1	0	0	0	0	1
HCN3	70	70	48	82	122	60	89	148
FLG	20	47	16	11	30	9	47	107
ACTA1	11	7	8	7	18	6	9	38
C1orf131	339	171	191	224	506	168	211	392
GALNT2	3893	3222	2154	2218	4773	3112	2871	7746
TTC13	645	498	331	626	928	339	467	832
SCCPDH	1658	1332	1081	1346	3621	1437	1053	3825
LYST	1388	2821	835	1756	2113	1061	1507	4274
MLK4	560	603	453	368	1587	398	667	647
CEP170	1118	1481	930	1232	1660	829	1042	2688
ACP1	2599	1719	1355	1771	4334	1766	1678	3996
SNAP47	1304	701	535	626	1446	702	782	1706
SRP9	3857	2872	2003	3297	7478	3071	2444	6003
NVL	744	475	405	520	1211	435	528	1128
SDE2	1150	1758	1049	1376	1973	917	1225	3483
DEGS1	3232	3260	1465	2771	5678	2748	2289	7246
FBXO28	1641	1716	1051	1545	3039	1155	1374	3283
ARF1	22445	15307	10254	11065	27189	15295	12512	38488
LEFTY2	130	326	55	110	137	128	64	334
CNIH4	2020	1301	1094	1433	3195	1590	1256	2845
ITPKB	3761	3254	1777	2275	3217	2289	2905	6848
GUK1	7755	4551	2533	3550	8371	4546	3396	12264
CDC42BPA	1885	3796	1603	2925	3942	2070	2755	6429
CNIH3	135	85	130	91	163	71	61	189
C1orf35	568	326	253	237	901	428	357	867
MBOAT2	834	1353	742	1610	2739	1271	1293	3030
PARP1	8293	3475	2247	3319	5623	3562	3342	8327
PSEN2	1010	783	665	619	1734	907	784	2265
PYCR2	3167	1709	1043	1356	3091	1815	1239	3820
LBR	2826	2140	1107	1825	2175	1700	1594	3758
WNT9A	853	908	317	578	1889	651	728	1969
EPHX1	15320	11113	6770	9319	15840	11586	9669	19962
REN	151	35	15	45	41	41	32	37
SOX13	2072	2474	1173	1658	2561	1435	1927	5112
ETNK2	317	145	109	92	264	177	132	349
PPFIA4	18	30	11	32	39	25	49	82
PLEKHA6	687	1020	395	721	953	932	1072	1415
PTPN7	2562	172	406	616	382	368	329	823
SYT2	36	18	32	45	25	8	21	36
ARL8A	2781	2258	1419	1627	3982	1962	1915	5177
OSR1	332	432	117	186	567	430	720	1565
GDF7	403	96	32	134	115	55	41	193
PDIA6	7042	4676	3202	3771	6760	5237	4141	11221
RHOB	16886	28742	16052	13335	29195	7549	16016	62592
ATP6V1C2	88	31	21	47	96	17	25	64
HNRNPLL	1287	1511	1004	1553	2331	965	1359	3215
GALM	1696	991	995	1031	3373	892	1427	2217
CAMKMT	189	134	130	101	366	112	167	279
ABCG8	0	0	0	2	2	0	0	0
EML4	4124	3341	2856	3580	6398	2860	2522	8951
CALM2	19006	15043	11849	15099	44576	14663	15354	36885
CHAC2	108	40	38	56	166	54	39	130
RPS27A	18324	10499	9338	9891	25652	9577	8699	20593
WDPCP	158	194	111	140	355	128	122	420
VPS54	1246	1518	997	1350	2616	1026	1296	2656
REG3G	1	0	1	0	0	0	0	0
ASXL2	1944	2260	1345	1982	2910	1648	2403	4553
ETAA1	575	445	253	444	1221	430	503	923
SNRPG	1107	605	543	599	1682	709	560	1381
ABHD1	19	15	9	10	21	16	12	21
MEIS1	743	1033	394	1187	1284	1025	1245	2127
TRIM43	0	0	0	0	0	0	0	0
CIAO1	2908	2203	1318	1817	3905	1882	1887	4614
ZNF514	480	307	193	425	1090	177	309	423
SNRNP200	9698	8004	5065	6072	10426	5937	7343	19843
MRPS5	1681	1086	968	1236	2457	1164	1013	2438
ANKRD53	34	39	20	31	71	39	40	114
TPRKB	420	371	284	349	824	302	340	682
NAT8	0	2	0	10	5	0	3	10
EXOC6B	916	1391	628	975	1877	934	1040	2820
SFXN5	614	413	277	376	669	387	327	909
TEX261	4258	3242	1764	2577	5908	2976	2814	7163
DQX1	17	0	1	1	15	8	1	7
DUSP11	890	727	561	672	1316	529	550	1532
ST6GAL2	96	201	44	137	169	93	41	218
NPHP1	245	208	174	203	1147	190	236	777
MALL	1257	1115	573	616	1467	1033	865	2192
THNSL2	544	647	251	875	778	920	43	1638
RALB	2968	3132	1792	2632	5248	2630	2646	6389
C1QL2	5	0	1	0	0	1	0	1
TMEM177	231	85	53	59	196	129	110	209
NT5DC4	16	1	8	7	4	2	0	5
RABL2A	312	142	154	204	780	131	232	605
SLC20A1	1799	1481	1224	1505	1676	922	1016	4834
FBLN7	290	210	57	83	192	196	198	483
ZC3H8	234	139	125	214	528	107	191	293
LIPT1	296	182	115	164	311	157	115	269
CNGA3	6	2	3	1	21	3	0	17
FAHD2B	317	183	126	155	383	193	141	411
LYG1	14	7	18	28	27	2	15	27
AFF3	1623	1965	590	1007	1880	1043	1681	2692
UBXN4	4116	4225	2843	4212	7550	3180	3910	9402
NXPH2	1	1	0	8	0	0	1	0
SPOPL	1120	1480	865	1378	2279	1004	1353	2693
THSD7B	30	109	7	10	10	29	42	142
GPR17	45	105	27	99	106	45	83	166
POLR2D	1388	926	564	866	1841	808	875	2130
AMMECR1L	1140	1200	717	970	2149	772	1111	2503
GALNT13	186	499	51	368	1138	236	291	968
PKP4	2137	3194	1400	2232	4314	2053	2311	5829
SCN1A	456	389	336	589	847	192	325	575
SLC4A10	10	9	10	20	22	12	7	18
SCRN3	580	779	398	629	1309	583	633	1250
KIAA1715	993	1198	831	1056	2140	961	1130	2426
ZNF385B	2449	1658	1686	1451	2718	1163	2139	3400
TMEFF2	3	49	4	8	25	7	7	125
CDCA7	980	283	74	295	37	143	43	237
DLX1	1	1	0	0	2	1	0	0
UBR3	1610	2441	1273	1664	3024	1480	1640	4131
PHOSPHO2	67	64	47	90	125	49	87	120
GULP1	516	954	342	621	1458	515	739	1949
FAM171B	127	239	77	132	157	173	123	447
HSPD1	6483	4229	3142	3828	8554	4296	3661	8793
CCDC150	22	11	17	17	28	10	9	16
METTL21A	503	347	269	290	665	231	324	680
UNC80	6	26	8	22	21	5	4	36
PTH2R	7	6	7	2	26	5	5	23
CPO	5	8	3	13	18	2	14	6
NBEAL1	481	1278	614	909	1511	442	1049	1815
KANSL1L	589	833	694	889	1567	444	872	1646
SPAG16	460	233	244	256	1202	289	242	816
ABCA12	49	2	13	4	14	16	2	11
SUMF1	1761	1460	1023	1769	3995	1886	1089	4631
NYAP2	26	50	46	31	176	41	149	158
RHBDD1	1333	1033	767	911	1541	919	958	2677
ACKR3	871	2726	350	446	1700	881	1919	2764
TRPM8	1	1	4	3	6	0	2	11
HES6	134	77	93	64	217	97	63	209
ESPNL	29	4	7	32	65	23	76	97
ANKMY1	662	398	321	327	1192	323	360	1442
COPS7B	1280	778	561	751	1637	637	715	1562
DIS3L2	982	851	534	651	1524	650	814	1857
CPNE9	21	8	11	17	21	2	7	19
FANCD2	522	160	155	202	291	185	142	390
TAMM41	307	159	147	220	441	157	171	338
VGLL4	1398	1964	866	973	2499	1095	1474	3213
RAB5A	2218	2569	1503	2284	4071	1759	2166	5263
FAM134A	5677	3439	2571	2971	7382	3642	3437	8398
CTDSP1	8459	5945	3858	4379	11263	5790	5890	13521
RQCD1	2264	1261	1033	1308	2378	1044	1323	3147
4-Mar	20	16	10	72	8	11	7	56
STK11IP	1264	618	549	644	1375	599	587	2010
GMPPA	1448	716	730	719	1653	900	729	1752
GRIP2	15	13	13	34	23	35	47	43
EAF1	1219	1194	1039	1309	1855	878	1138	3153
CNTN4	164	385	159	234	331	144	220	604
DYNC1LI1	1617	1413	1011	1281	2484	1308	1209	3139
RBMS3	1081	1929	906	1692	2968	1468	1785	3375
GADL1	3	10	12	2	8	13	4	12
OSBPL10	1166	940	415	739	1484	567	644	1699
POMGNT2	853	792	354	452	1415	784	862	2051
ACKR2	85	93	39	73	121	126	107	352
FAM198A	105	142	56	79	143	166	231	315
CSRNP1	7437	18720	10365	7023	8605	2259	9160	31632
SLC25A38	1946	909	764	848	2529	1017	980	2307
ITGA9	1527	2914	1200	1709	2000	1716	2971	6019
SLC22A14	2	0	4	0	7	2	2	3
GOLGA4	3220	4427	2200	3767	6584	2716	4038	6872
CTDSPL	3340	4577	2204	3347	8716	3246	3754	7647
STAC	1055	1314	366	607	2383	1471	553	1889
IQSEC1	4274	4312	2334	2926	6247	3485	3980	10453
CAND2	256	265	131	165	346	270	216	535
RPL32	30483	16173	11716	12322	29757	15390	11159	31225
PTPRG	2573	5836	1479	2475	3089	3232	3117	9102
IL17RD	55	290	65	70	116	103	132	312
SHQ1	764	530	380	469	1178	514	505	1135
SLC25A26	853	556	495	524	1292	575	467	1032
UBA3	1756	1548	1157	1483	3359	1356	1269	3138
