Symbol	TCGA-44-2657-01	TCGA-50-5939-01	TCGA-55-6979-01	TCGA-55-6970-01	TCGA-55-6984-01	TCGA-44-6777-01	TCGA-44-6146-01	TCGA-44-3396-01
APP	29348	28874	25417	27923	21522	35990	12923	71651
DOPEY2	1122	1322	1700	5567	1426	2108	3185	4272
URB1	1924	3240	1075	17897	1412	2287	1159	5146
AKT1	6102	5192	4360	11584	5739	5313	821	10647
IL19	3	0	4	2	3	0	4	2
EMP3	1810	1649	1911	1530	452	3183	61	4039
SAE1	3306	2329	2334	5442	2007	3260	717	8982
NTN5	16	6	4	6	3	6	8	25
LMTK3	421	256	153	482	63	279	32	1116
GEMIN7	626	260	816	667	384	378	136	1744
CBLC	372	375	1090	1307	1876	161	142	1422
WTIP	416	221	416	770	146	403	366	1355
ADAMTS10	275	154	217	601	99	308	169	791
SLC6A3	61	15	264	280	0	3405	10	7
RNPEPL1	5039	5708	3203	10897	8443	4555	744	9448
CAPN10	967	394	631	1148	607	289	413	1830
MYO1F	2038	1047	2449	2249	467	3720	227	5982
NLRP12	24	32	189	264	7	429	6	149
CACNG8	5	14	8	8	4	75	14	20
ZNF787	1067	862	749	1585	965	802	113	2427
C19orf52	593	279	473	764	381	553	93	1570
FBN3	111	13	52	49	6	27	7	1
CARM1	1226	1239	1280	2442	1205	2054	188	5863
EVI5L	554	474	554	1201	636	856	74	2396
TM4SF5	0	2	0	0	289	0	181	0
SLC47A1	1208	191	211	545	32	275	48	423
PSMB6	2758	2832	2403	4873	1483	2520	242	5816
GPR32	0	0	0	0	0	0	1	0
SIGLEC10	714	385	1096	694	171	1289	35	4166
ACPT	1	3	0	4	4	1	4	10
KLK3	0	0	0	0	0	1	1	0
ZNF473	300	259	269	655	337	377	265	926
FAM71E1	106	46	38	54	41	31	7	238
RPS11	43901	21868	23292	81598	28795	40184	5119	81886
PTH2	0	0	0	0	0	1	0	0
CTD-2545M3.6	0	0	0	0	0	0	0	0
RPL13A	52691	36253	29248	128848	53842	46454	5593	100828
CTU1	49	49	54	113	64	49	12	244
NOSIP	1638	648	1063	2101	1032	1045	237	4510
IGLON5	7	12	8	13	11	34	4	50
RCN3	992	798	1830	525	306	4384	82	4761
ZNF614	420	231	321	1028	179	368	404	1094
SLC2A5	599	853	877	570	90	1752	16	1683
RERE	6004	3472	3440	7457	3424	4961	3986	9048
MMEL1	122	59	40	70	147	42	14	46
CFAP74	68	20	49	19	92	8	8	38
PRDM16	1312	130	112	293	553	199	495	56
CELA2A	2	1	0	2	0	0	1	2
PADI3	7	4	2185	1	2	0	2	8
FHAD1	138	267	118	90	157	150	304	485
PADI1	22	39	1373	6	209	3	54	4
EPHA2	2891	17316	1386	2871	11245	1178	1557	9189
ARHGEF19	2383	719	1032	1292	185	777	62	2781
EFHD2	4403	12608	5822	4129	8988	4394	1509	19864
PEX14	1156	838	697	1153	647	635	104	2124
PGD	6719	14553	5522	36421	9504	6074	1074	17274
MYOM3	7	6	12	10	217	34	304	25
SH3BGRL3	9184	7203	8817	6885	23182	13927	748	25438
CNKSR1	1649	1198	978	747	1636	702	281	2720
RPL11	23951	22775	17139	50116	20632	28657	4486	40444
IL22RA1	154	160	17	43	557	10	802	11
ZNF593	169	101	112	319	151	138	11	426
C1orf216	945	909	633	1018	329	721	155	2261
KIAA0319L	5459	3519	3791	6454	2498	4981	4192	10072
EVA1B	363	614	417	369	296	457	7	1712
C1orf94	1	0	0	0	0	0	2	5
DMRTA2	238	0	176	0	0	8	0	340
PLK4	242	321	382	582	178	170	119	1100
MAP3K6	951	1657	1562	3650	2074	2347	310	4479
FCN3	139	42	249	962	402	102	96	514
GPN2	1417	963	858	1416	718	918	713	3018
SYTL1	2943	842	1466	2601	1390	579	340	4699
WDTC1	5372	3254	2309	5399	2562	4305	1024	7868
CELA3A	0	0	0	0	0	0	0	0
NBPF3	632	225	233	890	245	217	269	769
HSPG2	9671	25002	7348	19963	14333	39818	6908	17558
ITGB3BP	429	273	451	573	314	276	458	1477
SERBP1	5135	10114	8347	19571	7476	12193	6688	25048
BCL10	615	1177	1239	1301	1906	1194	2311	3570
CYR61	4516	6743	4798	12935	3365	8598	1371	45973
PRKACB	2097	1119	1858	2985	932	2636	3510	5163
PIGK	1482	1351	960	3231	806	2557	1138	3702
TINAGL1	2004	4335	1831	1211	7614	635	1489	3118
AZIN2	410	97	414	228	68	344	156	1120
RPS8	42749	31088	21105	66324	30340	36209	4977	66944
KIF2C	619	717	1065	1273	487	397	50	2183
PTPRF	16613	27415	8284	21863	18064	19855	4423	32698
BEST4	53	5	18	6	14	13	26	363
MOB3C	1547	1272	938	1079	456	1027	662	2340
CYP4B1	18066	1011	1528	3340	401	621	670	441
TMEM61	23	97	228	62	19	99	4	671
DMRTB1	0	0	0	0	0	0	0	0
LMO4	1928	1909	1749	6007	2867	2073	1750	5010
SYPL2	51	20	29	56	29	88	25	86
BARHL2	7	0	0	0	0	0	2	1
MTF2	741	607	1108	1703	565	854	1867	2239
SLC44A3	639	588	593	2527	1156	513	1492	1433
IGSF3	1289	2293	3031	3639	1319	1615	1553	5893
ZNF697	144	293	313	657	117	351	681	1850
CTTNBP2NL	985	1653	2042	4174	2190	2217	3017	5459
STRIP1	1053	1050	1218	2016	836	1112	805	3509
KCNA10	2	3	2	0	1	7	3	9
PSMA5	2545	3402	4589	7645	3411	3230	1378	11369
FNDC7	0	0	2	1	2	2	3	3
C1orf162	1044	575	1419	1167	139	2567	190	2336
CD53	6442	2431	5216	4589	882	8291	541	13936
PROK1	6	1	5	0	0	1	2	0
CELSR2	393	383	457	1302	448	847	384	2168
ITGA10	85	35	51	94	53	178	509	158
GPR161	324	301	1115	524	180	835	526	1598
ALDH9A1	3085	3316	2393	8738	2492	3612	1497	5250
ATP1B1	10667	27935	15534	87599	52479	5883	20361	23010
TIPRL	1557	1656	2020	5205	1409	2221	1271	4186
NME7	377	555	303	797	371	493	451	1662
POGK	2407	2571	2477	9170	2646	4006	2847	5793
MPC2	1181	942	1112	4764	1239	2305	1067	2536
CREG1	5307	6318	6413	26166	3056	8243	2555	11144
DCAF6	2195	1962	1674	5584	2171	3511	2500	4615
GPA33	29	31	93	50	44	125	18	35
RXRG	60	18	15	53	4	326	14	10
TBX19	153	52	309	168	124	173	104	369
UCK2	389	2012	541	3975	2045	641	880	1106
TMCO1	3875	3538	3547	12643	4636	4525	2840	10124
XCL1	137	10	49	49	10	14	4	47
XCL2	56	18	10	20	15	29	2	44
POU2F1	731	711	1086	2524	930	968	3675	2051
MAEL	7	6	8	1	0	16	21	91
ILDR2	66	21	64	121	15	262	404	175
DPT	945	678	327	530	78	5623	103	3472
MGST3	2214	1852	2538	6111	3878	2630	1484	5194
ADCY10	6	1	5	10	4	5	14	7
RFWD2	1524	1365	1554	5172	1864	1744	1926	3822
PVRL4	1408	322	1524	5161	3889	1396	1058	5042
UFC1	3346	2763	2794	18325	4137	4258	1001	7118
PPOX	668	260	497	1065	366	191	95	1632
FCGR2A	2930	3504	4059	3804	391	15376	698	6036
NUF2	189	272	438	1174	250	125	50	844
RGS5	3882	2211	3558	6649	2443	11324	5327	11044
SDHC	2914	2846	2307	15632	2633	3822	1576	6941
PFDN2	953	1123	1231	3146	1740	1389	142	3600
NR1I3	9	8	17	37	6	17	15	40
USP21	1006	709	842	2343	754	896	223	1804
F13B	0	1	1	0	0	0	0	0
PRCC	2263	2533	2179	6172	2734	2501	458	5667
FCRL5	2459	1123	940	1192	388	982	335	5591
RRNAD1	1134	890	812	2866	1175	1093	192	1722
MRPL24	1261	1198	1078	5996	2150	2759	142	3045
PIGM	714	808	701	3164	654	1087	909	2536
CASQ1	17	1	22	9	2	5	14	42
ISG20L2	1816	2244	1433	3969	1879	1974	591	5200
CRABP2	5436	292	6115	2839	727	14410	54	20356
HDGF	8758	15404	9097	35166	17643	11020	1956	28210
ABL2	540	1739	1588	4049	703	2076	1852	4144
XPR1	2215	3328	6834	12403	2290	5447	1646	6785
RGS16	1152	641	768	1670	699	1829	95	8063
TOR1AIP1	3378	2476	2297	8984	1972	4916	2608	5642
FAM163A	28	16	8	3	2	20	34	18
HMCN1	1177	784	1419	5195	917	2476	9862	2124
RGL1	2467	1122	2433	2548	459	4230	795	4466
LYPLAL1	663	495	562	2023	553	922	655	1293
LHX9	18	6	24	124	1	15	25	29
PRUNE	1626	1242	715	5980	780	1382	402	2352
RORC	1602	1798	845	9732	1262	863	823	1839
TUFT1	675	464	1121	2464	2077	639	1186	3513
SF3B4	2372	2302	3041	8114	3790	3577	449	7015
ECM1	724	922	2098	1821	8322	26578	423	5097
ZNF687	1480	1337	1160	4448	1726	2088	379	2783
TARS2	1227	1101	919	3043	1235	1487	280	2704
CGN	2609	1684	2784	8317	9027	1318	2672	10820
SNX27	1299	1532	2011	6781	2133	3287	2131	4543
SETDB1	1352	1200	1189	6312	1296	1622	927	2879
ADAMTSL4	831	2043	784	878	1101	2820	351	2730
MCL1	13576	29201	17435	61271	14877	16841	19400	59561
CTSK	2747	1877	3540	2096	597	7411	522	28794
RFX5	2981	1779	2051	4505	1173	2738	732	5619
PI4KB	3260	3039	2358	5889	2393	3626	1025	6249
PIP5K1A	2006	2495	1662	5886	1913	2221	1524	5794
ANP32E	2351	3227	3855	22420	1873	5398	1462	6324
FAM63A	941	577	574	4971	840	1273	498	2282
ANXA9	276	122	203	565	176	385	229	760
SELENBP1	9120	1471	1387	13094	3854	2705	781	2275
CERS2	5312	6967	5032	30647	7161	9415	2165	19902
ENSA	5947	4790	6385	18733	4849	5944	3473	14547
SEMA6C	197	123	244	360	96	291	54	838
MRPL9	1308	1237	1378	4175	1134	1429	184	3285
ARNT	2270	2078	1780	8746	1542	3446	2187	4364
POGZ	2309	2401	2081	8420	2987	2929	4100	4712
C1orf56	247	193	246	834	133	383	173	508
OAZ3	97	74	98	180	44	69	30	311
HORMAD1	442	101	246	12	0	7	29	5
GOLPH3L	1898	1051	1212	7201	2832	2353	2951	2378
GABPB2	591	366	593	1485	802	498	1406	965
SYT14	2	6	5	34	1	1	4	5
KCNH1	5	6	4	2	7	0	8	6
DTL	293	598	446	1690	397	475	210	1215
DYRK3	190	350	134	542	199	445	204	601
EIF2D	2184	2001	1224	6242	1942	2093	799	3489
INTS7	823	1038	856	6605	834	1117	538	1887
VASH2	150	63	176	542	54	104	290	322
TAF1A	185	267	187	641	266	236	441	456
SMYD2	1163	1687	1259	3052	1401	1525	712	3103
SUSD4	397	82	284	481	142	883	245	281
DUSP10	714	305	913	1147	479	618	579	1998
HHIPL2	11	233	455	729	0	3707	18	1846
TP53BP2	1593	1627	1519	5571	1749	2550	1521	5135
ATP8B2	2344	845	1172	1959	459	2557	582	3469
FLG2	0	0	0	0	0	0	45	2
CRNN	1	0	2	0	0	5	1	0
ADAM15	4740	13787	6333	20169	13694	6407	927	25731
JTB	5071	3202	4376	10956	5216	7912	1325	10896
RAB13	1898	3857	2987	10499	3563	4751	603	7623
S100A8	229	1463	1165	964	271	1192	23	4453
TPM3	11460	14216	15171	36333	16062	20407	5951	42154
NUP210L	29	6	24	54	4	232	86	4
SNAPIN	1178	680	986	3079	751	1467	273	2942
SLC27A3	1447	666	885	1299	291	1518	377	2511
S100A7	0	67	23	4	25	0	0	7
UBAP2L	4846	5824	4164	18480	4880	6644	2574	12675
SLC39A1	4408	9070	5277	14897	6089	6911	916	13287
HAX1	3325	1914	1984	9057	2237	3823	364	5211
CREB3L4	578	488	634	5478	499	470	154	1061
EFNA3	114	120	118	582	620	250	28	322
AQP10	7	1	1	5	2	0	0	4
KCNN3	757	544	332	660	161	890	192	1550
C1orf43	6401	8474	5800	35813	8626	9807	2131	15256
GATAD2B	1468	1078	1287	3996	1408	2048	2306	2631
ILF2	5791	4196	6554	22819	4460	7969	1061	14854
RIT1	1425	1610	1568	4716	840	1761	2312	3503
INTS3	1792	2277	1622	4796	1875	2207	1964	4447
PKLR	0	0	0	2	2	0	2	1
HCN3	187	60	131	383	145	91	84	619
FLG	22	25	8	9	5	58	132	29
ACTA1	6	6	9	7	9	5	0	24
C1orf131	352	370	396	1214	528	382	444	921
GALNT2	4076	13378	3251	14037	5350	8028	1011	7608
TTC13	547	505	650	2665	590	875	1346	2182
SCCPDH	1309	3332	1769	13931	2495	2700	999	2949
LYST	1013	629	1257	2079	678	1921	7598	2509
MLK4	258	564	342	2579	839	634	1283	463
CEP170	777	1259	1252	2655	703	1926	1652	2711
ACP1	1880	2283	2985	6002	2375	2238	2373	7241
SNAP47	1406	1119	756	2772	818	1461	279	2503
SRP9	5615	4088	4464	18323	5193	5681	4907	10321
NVL	897	556	650	3056	465	933	708	1771
SDE2	1222	1169	880	4004	1069	1593	1130	2678
DEGS1	2235	3338	2780	3987	1393	4932	748	8041
FBXO28	1560	2232	1825	7854	2049	2960	3021	4723
ARF1	18300	18914	14098	52488	25007	25949	4275	42955
LEFTY2	104	10	14	38	6	33	28	13
CNIH4	1652	1320	1763	6669	1429	2662	922	3824
ITPKB	1754	1186	1165	4704	1326	2716	661	2855
GUK1	8485	5804	4228	9044	11072	7355	636	19045
CDC42BPA	2137	2556	1633	9821	7068	5982	15013	4681
CNIH3	188	69	317	80	71	268	158	202
C1orf35	627	447	505	1261	607	446	51	1286
MBOAT2	1140	2324	3910	3248	3913	3521	6718	7132
PARP1	6152	7415	4824	15949	4401	11958	1085	15234
PSEN2	1026	856	760	2819	1010	1301	237	1952
PYCR2	2383	2140	1509	3456	2097	2407	411	4248
LBR	2109	2174	2409	8012	1394	3394	2613	3958
WNT9A	311	337	169	661	53	345	21	189
EPHX1	9158	8119	2876	35196	2120	27038	516	6328
REN	17	7	91	6	3	35	0	87
SOX13	1115	1049	418	2368	1932	855	632	583
ETNK2	635	245	320	403	54	519	22	1337
PPFIA4	193	100	78	57	100	284	24	360
PLEKHA6	1015	1329	1160	3137	6992	1492	2817	2859
PTPN7	1950	504	1524	1148	275	1131	97	2179
SYT2	25	6	96	79	20	11	227	28
ARL8A	1611	1422	1908	5273	2429	2381	335	5208
OSR1	442	237	273	370	56	238	86	457
GDF7	223	21	13	62	33	65	215	58
PDIA6	8558	12679	6048	25029	7312	15723	1725	28585
RHOB	5710	5377	12056	61424	11028	4495	6358	41107
ATP6V1C2	121	75	80	130	59	73	97	160
HNRNPLL	1262	843	1396	3043	867	1507	1876	4441
GALM	1392	792	2969	1490	473	1706	261	3384
CAMKMT	135	135	170	470	182	119	602	329
ABCG8	1	0	1	2	7	0	3	3
EML4	3327	2006	5000	6139	2290	6837	5878	9880
CALM2	22292	11797	22575	41089	16003	20941	14944	64143
CHAC2	150	107	118	290	138	78	161	274
RPS27A	13042	14504	11102	43056	14947	14207	3341	31055
WDPCP	138	124	145	276	106	201	601	550
VPS54	1468	1314	1670	3030	882	2110	3285	3419
REG3G	0	0	0	0	0	0	0	0
ASXL2	1587	2319	1494	6468	1614	2858	4061	3642
ETAA1	614	641	405	1120	466	618	1314	1536
SNRPG	1432	903	1319	2327	1124	971	437	4849
ABHD1	49	10	14	9	10	15	44	27
MEIS1	690	388	402	598	267	860	2468	1170
TRIM43	0	0	0	0	0	0	1	0
CIAO1	3079	2212	2503	6496	1715	2768	1446	9006
ZNF514	805	245	467	1079	534	369	817	1079
SNRNP200	12641	10681	8498	26842	6000	11690	3947	22222
MRPS5	1775	1470	1545	3850	1401	1668	725	3978
ANKRD53	74	11	37	38	10	29	21	174
TPRKB	459	385	653	1496	413	504	259	2080
NAT8	2	0	1	2	2	1	6	1
EXOC6B	725	1256	980	2412	778	1239	4082	2580
SFXN5	621	196	430	727	277	411	193	1369
TEX261	3725	3036	2943	6154	2510	3975	1191	8523
DQX1	43	1	14	25	497	24	178	39
DUSP11	1032	846	863	1604	598	914	942	2216
ST6GAL2	23	6	41	34	13	139	16	163
NPHP1	277	305	138	326	164	123	192	694
MALL	1825	246	594	556	666	354	79	2738
THNSL2	589	1191	655	2762	230	1137	22	3978
RALB	2546	3127	3409	4425	2711	4167	2343	7959
C1QL2	16	3	54	1	0	1	1	17
TMEM177	544	300	315	754	286	196	108	1040
NT5DC4	21	8	16	16	3	3	5	26
RABL2A	303	111	203	246	164	144	233	1363
SLC20A1	1874	2626	2499	5090	2464	2042	2121	7494
FBLN7	189	96	184	140	47	1098	58	451
ZC3H8	431	190	309	1027	245	166	509	702
LIPT1	370	160	203	345	98	159	209	378
CNGA3	26	13	42	18	4	5	5	65
FAHD2B	517	194	233	872	82	298	70	484
LYG1	45	9	49	20	11	6	44	49
AFF3	1210	123	96	447	81	144	718	122
UBXN4	6265	5649	5335	20852	4032	5684	7396	16299
NXPH2	1	6	1	0	0	2	0	1
SPOPL	1282	1030	964	4095	1064	1548	3951	2842
THSD7B	163	38	12	23	8	103	382	84
GPR17	14	5	4	15	6	4	81	9
POLR2D	1835	1554	1296	3549	1073	1612	789	5840
AMMECR1L	1460	1345	1028	3520	1110	1226	1013	3357
GALNT13	35	19	11	109	5	27	52	150
PKP4	2530	2434	2748	6744	3881	1654	2901	6925
SCN1A	37	35	68	374	37	30	448	16
SLC4A10	4	2	12	9	8	12	24	28
SCRN3	647	852	576	3018	383	780	1024	1666
KIAA1715	1788	1639	1357	4783	969	2383	2848	4389
ZNF385B	1314	145	118	1083	41	111	488	387
TMEFF2	8	6	3	4	1	3	83	13
CDCA7	1391	514	601	614	562	246	461	232
DLX1	0	1	1	0	2	1	1	7
UBR3	1515	1843	1175	4433	883	2146	4681	3267
PHOSPHO2	128	77	63	397	39	53	266	248
GULP1	632	1851	692	7825	1634	556	4276	2775
FAM171B	407	160	274	249	48	352	373	1941
HSPD1	6436	12228	7214	55358	8296	9121	2082	26408
CCDC150	51	28	167	188	27	13	62	309
METTL21A	690	651	484	1423	455	396	799	1639
UNC80	5	4	6	8	2	3	401	8
PTH2R	4	4	2	15	2	8	4	8
CPO	7	1	4	17	6	3	6	1
NBEAL1	413	523	296	3476	453	427	10996	596
KANSL1L	795	355	365	2040	683	402	3849	1317
SPAG16	379	391	501	167	447	255	899	2067
ABCA12	186	132	956	1018	129	899	255	1636
SUMF1	1489	1448	1126	4021	2088	2214	781	5586
NYAP2	64	50	77	44	1	18	43	253
RHBDD1	1291	1621	891	3616	1080	1435	1378	3227
ACKR3	641	10182	335	2221	708	2101	61	2487
TRPM8	9	23	59	16	57	8	21	38
HES6	330	171	1209	384	123	131	29	989
ESPNL	136	8	18	34	22	16	5	57
ANKMY1	675	457	304	913	785	304	886	878
COPS7B	1510	1002	1154	1642	947	814	679	5040
DIS3L2	694	888	632	2063	861	623	925	2833
CPNE9	5	2	7	8	1	2	2	37
FANCD2	461	356	683	1088	463	335	304	2974
TAMM41	216	148	236	358	235	179	633	897
VGLL4	1097	1683	1075	2601	1293	2335	1720	4550
RAB5A	1537	1464	2326	4865	2031	2358	3978	7788
FAM134A	5216	6077	2954	9283	3361	4956	1159	10383
CTDSP1	5853	5208	3738	9380	4294	5624	1276	12252
RQCD1	2106	2084	2080	4262	1840	1430	1760	6644
4-Mar	14	48	15	55	14	27	16	15
STK11IP	1024	768	713	2086	719	597	145	2535
GMPPA	2217	1407	1702	4621	1817	1841	351	5220
GRIP2	55	16	43	14	16	62	21	131
EAF1	845	1070	1076	2828	1234	1858	990	4415
CNTN4	151	64	89	389	58	72	160	198
DYNC1LI1	874	795	1500	3794	865	1661	1048	4408
RBMS3	758	342	499	623	194	999	4353	1581
GADL1	4	1	15	3	2	38	22	1
OSBPL10	703	804	617	1342	1260	1128	2565	3263
POMGNT2	628	506	496	849	421	723	84	2121
ACKR2	269	39	1256	96	57	73	51	172
FAM198A	99	39	87	58	42	182	182	133
CSRNP1	982	1707	1197	3522	1838	1441	681	5996
SLC25A38	1411	775	981	1787	759	1010	431	3103
ITGA9	1936	636	1308	1989	191	2839	4578	1415
SLC22A14	2	0	10	2	1	3	2	7
GOLGA4	1973	2357	2707	10233	4145	4117	12842	7181
CTDSPL	1938	1287	1349	3363	2645	2729	4218	5164
STAC	139	350	400	120	82	1438	30	709
IQSEC1	2482	2303	1895	3853	1413	4757	1236	5178
CAND2	284	38	116	153	40	235	65	76
RPL32	20366	14927	15745	42745	18843	24377	3876	53767
PTPRG	1418	1141	1788	2722	1497	2832	4491	7424
IL17RD	165	177	874	262	144	220	147	989
SHQ1	519	566	704	1253	439	737	536	2673
SLC25A26	608	457	591	1095	568	596	387	2176
UBA3	1533	1732	2092	4117	1509	1694	1947	7111
ARL6IP5	7073	10116	8658	11495	5376	11208	4649	27574
TMF1	1391	2107	1794	4838	1827	2731	5577	5130
LRIG1	2439	1014	2686	3617	1811	2988	1928	7516
LRTM1	0	0	0	1	0	0	5	0
RP11-977G19.10	0	4	2	3	0	3	0	8
LIMD1	1673	1196	1165	6713	1608	2010	2017	5379
ZNF660	127	25	96	76	15	76	385	146
NFKBIZ	995	878	2213	1646	1694	583	2216	11526
COL8A1	5201	35398	5296	4866	1161	26295	6473	23314
NXPE3	904	795	811	1382	321	1266	534	3133
GPR128	0	0	0	1	1	4	13	5
MYH15	105	9	25	43	62	134	78	43
PHLDB2	604	4080	999	1472	369	1775	2643	2602
ABHD10	1038	765	724	1363	773	1218	658	1865
TAGLN3	6	0	3	0	5	80	3	19
PLA1A	411	95	420	424	37	245	46	369
RABL3	1054	1122	625	3061	1158	1102	934	2595
ADPRH	927	506	797	976	222	1125	226	2846
IGSF11	5	5	23	24	17	19	4	182
ATG3	1755	1494	1887	3473	1537	2362	1181	4794
NR1I2	17	4	21	9	1047	6	11	52
BOC	396	189	233	212	83	826	118	974
SRPRB	3117	2494	2558	6176	3501	3023	824	7310
TMEM108	427	90	271	421	47	614	148	328
AGTR1	38	30	32	67	13	43	51	86
MED12L	54	19	21	35	10	48	71	51
EIF2A	2683	2745	2527	8489	3872	3799	2416	7638
ALDH1L1	218	114	212	645	552	37	8	849
OSBPL11	843	1100	976	2079	677	1817	774	2281
TRPC1	155	98	113	153	35	197	302	664
NCEH1	1165	2503	2260	2060	4572	3007	1550	9118
SPATA16	1	1	0	0	1	0	2	0
FAM86B2	5	2	2	2	12	1	6	2
LPP	2733	3645	4103	8810	5723	8470	37429	8460
TMEM44	335	1158	487	400	842	347	514	881
KIAA0226	1248	1599	1163	2439	1258	1787	984	4625
AMT	405	55	229	142	210	453	444	699
TCTA	1861	652	1178	1681	783	908	651	3206
NICN1	615	260	462	869	309	528	362	2315
UCN2	2	9	48	3	1	5	13	21
VPRBP	1094	1157	1193	4097	1611	1669	1211	3077
MANF	2742	2103	2343	6235	3370	3196	487	10474
CCDC39	120	81	101	84	134	37	961	179
STXBP5L	1	1	2	9	0	1	9	2
EAF2	579	131	176	324	103	224	93	340
ILDR1	714	562	477	953	696	402	165	1647
TM4SF19	20	63	36	54	8	64	3	89
MUC4	990	5689	3170	23342	4931	116	1152	29850
SLIT2	1259	1097	788	2000	243	1714	1356	3332
EIF2B5	1759	1918	1622	3005	2051	1816	705	4492
AHSG	1	5	0	2	28	3	2	0
ECE2	261	593	264	706	351	333	15	1041
VWA5B2	16	6	2	6	6	17	1	16
DGKQ	1272	808	675	2846	1232	714	168	2286
FIP1L1	1255	1254	994	2145	1077	1229	1062	3161
SLC26A1	170	123	75	296	91	46	46	292
LYAR	438	914	486	864	519	576	103	1783
CENPC	997	490	583	943	500	626	3005	1857
EPHA5	0	1	1	1	0	7	6	3
CORIN	76	52	120	108	27	207	100	853
ATP10D	1218	900	758	1335	328	1356	1010	2456
OCIAD2	1998	3004	4220	4021	7005	2973	1970	15241
SLC10A4	21	13	63	84	14	1	7	6
SLC10A6	7	10	7	9	3	5	25	54
SCD5	924	243	400	396	137	465	264	3134
PLAC8	522	131	581	325	3683	392	10350	360
ENOPH1	1807	1207	1315	2510	1651	1631	1316	6284
CABS1	0	0	0	0	0	0	0	0
GC	0	0	0	0	7	2	4	0
TRMT10A	274	428	200	1106	277	270	220	511
KLHL8	807	757	541	1699	372	1104	789	2956
SNCA	116	94	104	125	10	242	61	389
PYURF	105	34	69	130	54	65	101	167
TBCK	885	946	628	2353	568	1168	2042	2612
CAMK2D	2969	1743	1800	2030	1696	2318	4722	5414
CISD2	1780	2148	1125	2518	1308	1546	693	3962
DDIT4L	309	803	146	1969	133	1211	26	717
ANK2	703	313	346	638	79	766	836	1696
TIFA	1281	595	851	1105	275	891	382	1958
SPATA5	260	454	262	980	390	396	4563	1013
FABP2	3	0	1	0	1	0	9	1
CCNA2	520	937	831	1868	601	420	189	2545
METTL14	804	746	671	1719	541	1006	1016	1895
USP53	1711	1118	1009	3414	2408	1378	11306	2490
SETD7	3861	4169	2321	9791	3183	8629	5748	7140
NAF1	327	315	254	993	306	360	460	973
1-Mar	1070	595	1383	1581	237	2764	1567	2283
SFRP2	1451	3023	3800	1378	1395	14633	235	82617
RPS3A	20104	7609	8947	28136	9563	14744	3042	32332
RNF175	98	38	104	46	16	73	50	255
PDGFC	2041	951	1419	1501	667	3624	2098	4635
CBR4	806	345	632	1014	605	493	1822	2655
GLRA3	10	6	91	14	2	4	21	59
CYP4V2	1556	535	961	2504	797	1173	2380	1595
ROPN1L	86	72	6	13	63	15	7	74
NDUFS6	2419	1335	1774	5713	1293	3514	138	3987
6-Mar	5692	6546	4310	20121	4241	13815	12196	10721
NKD2	578	263	465	632	95	1000	63	1205
CDH18	1	0	0	3	0	0	6	0
ADAMTS16	50	367	204	105	38	846	154	1608
SRD5A1	876	2873	687	2089	704	1050	650	2665
MYO10	3424	2515	2589	12387	3141	11769	5243	6704
FAM105A	969	678	1164	5101	139	1634	809	1309
RPL37	17337	19331	15626	91436	15402	54675	4568	35801
SKP2	480	852	641	998	344	428	495	1960
OSMR	3511	13222	5913	19525	3613	22504	4815	20207
UGT3A1	0	0	0	2	0	0	3	0
PLK2	1175	5424	1251	2795	5343	1906	1250	3976
FAM159B	4	1	1	0	1	3	3	1
GZMA	1033	154	544	577	74	357	53	1495
PIK3R1	1975	1057	1995	3737	865	3847	4108	7283
HAPLN1	26	10	22	58	2	354	60	109
LHFPL2	2012	3022	4289	4497	1815	9583	1856	10065
SSBP2	599	234	400	729	278	969	1276	3014
BHMT	2	14	6	2	4	6	9	10
ANKRD31	7	6	10	16	6	7	15	49
IQGAP2	1198	658	895	1974	2291	2892	2056	2098
CRHBP	21	6	12	29	0	22	9	19
RASA1	1065	1619	1224	3629	1618	2733	3134	4075
LIX1	4	2	3	4	1	12	8	24
GIN1	195	182	140	740	176	210	229	371
PPIP5K2	1146	1124	1282	4137	908	1816	2463	4693
PAM	6078	8773	6345	26696	4780	25574	3251	35673
BDP1	765	1238	808	3650	794	1399	3472	2998
GTF2H2	151	96	172	134	81	98	106	364
SLC30A5	1735	2492	1753	5375	1996	4186	1993	7806
BTF3	9139	11587	8757	26336	13897	15840	1694	42375
FBXL17	886	1170	655	2185	841	1652	1200	3543
SPATA9	9	6	25	39	4	13	23	47
TSLP	55	6	21	25	10	39	158	36
TNFAIP8	1996	1181	1749	2098	1329	1636	2076	3824
FEM1C	791	1018	1245	2815	1112	2574	2164	3572
COMMD10	1004	502	601	1899	470	951	414	2719
ATG12	1249	1328	1037	2600	1050	1560	2231	4823
MEGF10	12	10	18	25	10	62	4	64
ADAMTS19	1	0	0	1	0	1	12	1
YIPF5	2896	2986	1916	7305	2220	4253	2141	7207
ARHGAP26	1053	1309	1527	13426	2883	2257	3456	3633
CXCL14	7012	252	1088	487	461	5218	915	58343
LECT2	1	0	0	0	0	0	1	0
SLC25A48	19	4	6	3	7	14	2	4
DDX46	1769	2099	1928	6170	1733	3120	1726	4975
IL9	0	0	0	0	1	0	0	0
TIMD4	131	76	20	81	10	162	9	83
RNF145	4329	9450	4233	20056	6533	4988	2573	27370
C1QTNF2	95	35	93	42	18	69	18	210
GABRA6	1	0	0	0	0	1	0	1
